Date,Open,High,Low,Close,Adj Close,Volume
2019-01-18,36.939999,37.490002,36.340000,37.060001,37.060001,2594700
2019-01-22,37.500000,40.869999,37.400002,40.320000,40.320000,5931400
2019-01-23,39.709999,42.490002,39.599998,40.099998,40.099998,6425800
2019-01-24,40.150002,40.639999,38.150002,38.680000,38.680000,7312600
2019-01-25,37.830002,38.080002,37.130001,37.230000,37.230000,12152800
2019-01-28,38.590000,39.990002,38.549999,38.770000,38.770000,19863500
2019-01-29,38.310001,39.299999,37.994999,38.660000,38.660000,15943600
2019-01-30,38.029999,38.720001,36.889999,36.959999,36.959999,20963300
2019-01-31,36.900002,36.919998,35.430000,35.430000,35.430000,22093500
2019-02-01,35.330002,35.650002,34.900002,35.090000,35.090000,24996600
2019-02-04,34.930000,35.160000,33.840000,34.000000,34.000000,18481800
2019-02-05,33.700001,33.980000,32.959999,33.709999,33.709999,20677200
2019-02-06,33.439999,33.910000,33.080002,33.529999,33.529999,16798400
2019-02-07,34.549999,36.009998,34.020000,34.650002,34.650002,29786500
2019-02-08,35.439999,35.770000,34.160000,34.230000,34.230000,19227100
2019-02-11,33.770000,34.380001,33.520000,33.860001,33.860001,13598500
2019-02-12,33.070000,33.470001,32.849998,33.250000,33.250000,20966900
2019-02-13,32.980000,33.549999,32.820000,33.169998,33.169998,18414100
2019-02-14,33.930000,34.540001,33.130001,33.770000,33.770000,26329900
2019-02-15,33.090000,33.349998,32.525002,32.590000,32.590000,24096800
2019-02-19,33.169998,33.270000,32.250000,32.689999,32.689999,15971600
2019-02-20,32.459999,32.459999,31.351999,31.379999,31.379999,23108800
2019-02-21,31.520000,32.285000,30.966999,31.790001,31.790001,23697800
2019-02-22,31.250000,31.350000,30.520000,30.590000,30.590000,19383300
2019-02-25,29.900000,31.170000,29.559999,31.139999,31.139999,20440400
2019-02-26,31.610001,31.799999,30.889999,31.400000,31.400000,15136000
2019-02-27,31.760000,32.580002,31.170000,31.430000,31.430000,19698500
2019-02-28,31.450001,31.559999,30.799999,31.410000,31.410000,15130400
2019-03-01,30.580000,31.180000,29.980000,29.980000,29.980000,21531400
2019-03-04,29.639999,32.299999,29.270000,30.709999,30.709999,44720200
2019-03-05,30.629999,31.389999,30.480000,30.889999,30.889999,19726900
2019-03-06,30.889999,32.000000,30.860001,31.799999,31.799999,25757900
2019-03-07,32.180000,33.650002,32.119999,33.009998,33.009998,39697300
2019-03-08,34.020000,34.590000,33.189999,33.230000,33.230000,39014800
2019-03-11,32.610001,32.610001,30.700001,30.809999,30.809999,26646200
2019-03-12,30.500000,30.639999,29.900000,29.940001,29.940001,22208400
2019-03-13,29.740000,29.910000,29.360001,29.620001,29.620001,22355900
2019-03-14,29.650000,29.704000,29.040001,29.129999,29.129999,19738100
2019-03-15,29.000000,29.080000,28.209999,28.590000,28.590000,23350700
2019-03-18,28.809999,29.260000,28.410000,28.660000,28.660000,21265700
2019-03-19,28.160000,29.309999,28.120001,28.850000,28.850000,31235600
2019-03-20,28.930000,29.510000,28.240000,29.160000,29.160000,34787600
2019-03-21,29.590000,29.590000,28.452000,28.780001,28.780001,24321700
2019-03-22,29.370001,32.290001,29.080000,32.080002,32.080002,70407400
2019-03-25,32.139999,33.000000,31.440001,32.240002,32.240002,44724400
2019-03-26,30.799999,31.230000,30.219999,30.420000,30.420000,26527500
2019-03-27,30.340000,32.110001,30.120001,30.879999,30.879999,39461600
2019-03-28,30.680000,31.090000,30.105000,30.190001,30.190001,26153600
2019-03-29,29.639999,29.809999,29.170000,29.260000,29.260000,26941800
2019-04-01,28.969999,29.180000,28.639999,28.740000,28.740000,21737300
2019-04-02,28.840000,28.980000,28.530001,28.660000,28.660000,18793100
2019-04-03,28.200001,29.285000,28.120001,28.860001,28.860001,23509700
2019-04-04,28.700001,29.059999,28.360001,28.570000,28.570000,18960500
2019-04-05,28.219999,28.420000,27.969999,28.000000,28.000000,21012500
2019-04-08,28.070000,28.280001,27.805000,27.870001,27.870001,18316100
2019-04-09,28.240000,29.030001,28.080000,28.860001,28.860001,19922600
2019-04-10,28.590000,28.799999,28.000000,28.049999,28.049999,16624200
2019-04-11,27.670000,27.870001,27.410000,27.500000,27.500000,19308100
2019-04-12,26.950001,26.969999,26.165001,26.260000,26.260000,25117000
2019-04-15,25.870001,26.959999,25.799999,25.920000,25.920000,25729500
2019-04-16,25.750000,25.900000,25.420000,25.709999,25.709999,18281000
2019-04-17,25.280001,26.340000,25.240000,25.889999,25.889999,26216700
2019-04-18,25.799999,26.320000,25.430000,25.480000,25.480000,25767700
2019-04-22,25.750000,25.959999,25.230000,25.250000,25.250000,15260300
2019-04-23,25.100000,25.240000,24.860001,25.049999,25.049999,19943200
2019-04-24,25.090000,25.700001,25.040001,25.700001,25.700001,24011500
2019-04-25,25.920000,26.934999,25.639999,26.200001,26.200001,28389600
2019-04-26,25.910000,26.320000,25.260000,25.290001,25.290001,19132100
2019-04-29,25.450001,25.700001,25.235001,25.680000,25.680000,15286000
2019-04-30,25.580000,26.410000,25.500000,25.680000,25.680000,19367000
2019-05-01,25.389999,26.670000,25.250000,26.650000,26.650000,26040500
2019-05-02,26.650000,27.740000,26.260000,26.690001,26.690001,23935700
2019-05-03,25.990000,26.040001,25.309999,25.420000,25.420000,16184100
2019-05-06,27.959999,28.219999,26.660000,26.860001,26.860001,43610300
2019-05-07,28.410000,32.070000,28.139999,31.330000,31.330000,85493700
2019-05-08,30.990000,31.540001,29.610001,30.709999,30.709999,44684800
2019-05-09,32.400002,33.290001,30.459999,30.549999,30.549999,60451000
2019-05-10,30.879999,31.639999,28.190001,28.190001,28.190001,60955800
2019-05-13,31.670000,32.590000,30.820000,32.450001,32.450001,60055200
2019-05-14,31.240000,31.440001,30.230000,30.650000,30.650000,36854400
2019-05-15,31.500000,31.718000,29.270000,29.360001,29.360001,32088300
2019-05-16,29.129999,29.150000,27.910000,28.100000,28.100000,31128900
2019-05-17,29.240000,29.260000,27.730000,28.520000,28.520000,43742300
2019-05-20,29.309999,29.799999,28.400000,28.940001,28.940001,32737300
2019-05-21,28.000000,28.020000,27.389999,27.480000,27.480000,23455200
2019-05-22,27.600000,27.690001,26.930000,27.219999,27.219999,28075400
2019-05-23,28.250000,29.500000,28.250000,29.020000,29.020000,42745700
2019-05-24,28.170000,28.799999,27.879999,28.420000,28.420000,24589400
2019-05-28,28.219999,29.270000,27.760000,29.270000,29.270000,22138300
2019-05-29,29.889999,30.370001,29.320000,29.840000,29.840000,33021000
2019-05-30,29.110001,29.879999,28.844999,29.309999,29.309999,20277200
2019-05-31,30.730000,30.889999,29.905001,30.420000,30.420000,28925200
2019-06-03,30.400000,31.410000,29.820000,30.730000,30.730000,29037300
2019-06-04,29.809999,30.240000,29.000000,29.020000,29.020000,24171500
2019-06-05,28.650000,29.330000,28.309999,28.459999,28.459999,23480000
2019-06-06,28.240000,28.549999,27.770000,27.850000,27.850000,18474300
2019-06-07,27.770000,28.162001,27.600000,28.059999,28.059999,23326900
2019-06-10,27.709999,28.240000,27.610001,27.860001,27.860001,14466900
2019-06-11,27.400000,28.299999,27.299999,27.910000,27.910000,18841500
2019-06-12,28.110001,28.299999,27.660000,27.780001,27.780001,14225200
2019-06-13,27.450001,27.905001,27.330000,27.610001,27.610001,17051900
2019-06-14,27.799999,28.059999,27.280001,27.320000,27.320000,13683000
2019-06-17,27.290001,27.360001,26.882000,27.030001,27.030001,14470200
2019-06-18,26.540001,26.980000,26.350000,26.820000,26.820000,24889700
2019-06-19,26.650000,26.930000,25.879999,25.930000,25.930000,29671200
2019-06-20,25.459999,26.820000,25.260000,26.010000,26.010000,34444200
2019-06-21,26.200001,26.809999,25.885000,26.620001,26.620001,19740700
2019-06-24,26.450001,26.520000,26.139999,26.379999,26.379999,12635000
2019-06-25,26.400000,27.181000,26.370001,27.049999,27.049999,17235700
2019-06-26,26.520000,27.049999,26.389999,26.840000,26.840000,13586600
2019-06-27,26.650000,26.795000,26.200001,26.420000,26.420000,14890800
2019-06-28,26.129999,26.299999,25.870001,26.000000,26.000000,17624700
2019-07-01,24.549999,25.080000,24.459999,24.559999,24.559999,30197800
2019-07-02,24.600000,24.600000,23.610001,23.650000,23.650000,26022500
2019-07-03,23.670000,23.879999,23.420000,23.510000,23.510000,15809300
2019-07-05,24.010000,24.709999,23.500000,23.580000,23.580000,24124900
2019-07-08,24.120001,24.469999,23.900000,24.230000,24.230000,18014400
2019-07-09,24.959999,24.959999,24.219999,24.299999,24.299999,15024200
2019-07-10,23.980000,23.987000,23.495001,23.559999,23.559999,19868000
2019-07-11,23.230000,23.600000,23.025000,23.170000,23.170000,21061200
2019-07-12,23.010000,23.190001,22.750000,22.799999,22.799999,18425800
2019-07-15,22.690001,22.930000,22.580000,22.709999,22.709999,15945400
2019-07-16,22.600000,22.900000,22.290001,22.780001,22.780001,25415500
2019-07-17,22.580000,23.360001,22.440001,23.360001,23.360001,29056900
2019-07-18,23.340000,23.715000,22.709999,23.115000,23.115000,26903700
2019-07-19,22.670000,23.430000,22.590000,23.379999,23.379999,26220800
2019-07-22,23.350000,23.480000,22.740000,22.910000,22.910000,21908500
2019-07-23,22.510000,22.879999,22.080000,22.100000,22.100000,18943400
2019-07-24,22.340000,22.370001,21.410000,21.540001,21.540001,18825300
2019-07-25,21.660000,22.600000,21.660000,22.200001,22.200001,29862300
2019-07-26,21.790001,21.830000,21.459999,21.639999,21.639999,18901500
2019-07-29,21.690001,22.000000,21.590000,21.830000,21.830000,16615900
2019-07-30,22.260000,22.469999,21.940001,22.340000,22.340000,23460700
2019-07-31,22.309999,24.340000,21.930000,23.590000,23.590000,53038100
2019-08-01,23.639999,26.139999,22.555000,25.450001,25.450001,109087200
2019-08-02,25.500000,26.690001,25.270000,25.660000,25.660000,71310500
2019-08-05,27.469999,29.625000,27.280001,29.299999,29.299999,86663400
2019-08-06,28.219999,29.670000,27.480000,27.480000,27.480000,59849400
2019-08-07,29.440001,30.090000,27.480000,27.620001,27.620001,54534000
2019-08-08,27.059999,27.410000,25.870001,25.980000,25.980000,34369100
2019-08-09,26.430000,27.465000,26.180000,26.930000,26.930000,38298100
2019-08-12,27.350000,28.990000,27.250000,28.889999,28.889999,28667400
2019-08-13,29.350000,29.400000,26.709999,26.760000,26.760000,41821300
2019-08-14,28.590000,30.500000,28.070000,30.465000,30.465000,67110900
2019-08-15,29.719999,31.000000,29.372000,29.670000,29.670000,34763800
2019-08-16,29.090000,29.139999,27.959999,28.030001,28.030001,27355400
2019-08-19,26.850000,26.997000,25.879999,25.980000,25.980000,28361700
2019-08-20,26.260000,26.790001,26.010000,26.600000,26.600000,27497700
2019-08-21,25.530001,25.730000,25.250000,25.299999,25.299999,28489800
2019-08-22,25.090000,26.459999,25.075001,25.750000,25.750000,31135400
2019-08-23,26.629999,29.459999,25.459999,28.959999,28.959999,77651100
2019-08-26,27.530001,28.969999,27.440001,28.100000,28.100000,32347300
2019-08-27,27.629999,29.389999,27.540001,28.670000,28.670000,26604000
2019-08-28,29.330000,29.750000,28.000000,28.020000,28.020000,27948900
2019-08-29,27.180000,27.440001,26.580000,26.850000,26.850000,28701900
2019-08-30,26.299999,27.639999,26.299999,27.000000,27.000000,28083200
2019-09-03,28.000000,28.450001,27.520000,28.190001,28.190001,36008600
2019-09-04,27.090000,27.590000,26.430000,26.450001,26.450001,36519400
2019-09-05,25.790001,25.850000,25.150000,25.469999,25.469999,41505400
2019-09-06,25.139999,25.315001,24.600000,24.719999,24.719999,30572400
2019-09-09,24.270000,25.139999,24.219999,24.480000,24.480000,31222800
2019-09-10,24.820000,25.180000,24.340000,24.400000,24.400000,29914300
2019-09-11,24.370001,24.459999,23.860001,24.020000,24.020000,33546900
2019-09-12,23.570000,23.900000,23.170000,23.450001,23.450001,42894500
2019-09-13,23.160000,23.330000,22.820000,23.080000,23.080000,32599400
2019-09-16,23.600000,23.670000,23.010000,23.420000,23.420000,27943700
2019-09-17,23.490000,23.730000,23.290001,23.309999,23.309999,25119300
2019-09-18,23.100000,23.691999,22.500000,22.559999,22.559999,52001400
2019-09-19,22.250000,22.315001,21.799999,22.150000,22.150000,32900400
2019-09-20,21.920000,23.480000,21.830000,23.290001,23.290001,37783200
2019-09-23,23.379999,23.440001,22.700001,23.090000,23.090000,23026700
2019-09-24,22.520000,24.340000,22.450001,24.160000,24.160000,63616300
2019-09-25,24.100000,24.969999,23.400000,23.610001,23.610001,42742200
2019-09-26,23.549999,24.260000,23.530001,23.809999,23.809999,31334900
2019-09-27,23.510000,25.115000,23.379999,24.459999,24.459999,54075100
2019-09-30,24.180000,24.209999,23.480000,23.740000,23.740000,23926000
2019-10-01,23.129999,24.799999,23.049999,24.790001,24.790001,47056000
2019-10-02,25.480000,26.760000,25.469999,26.450001,26.450001,82295600
2019-10-03,26.360001,27.100000,25.430000,25.440001,25.440001,48886800
2019-10-04,25.250000,25.270000,24.049999,24.090000,24.090000,29695700
2019-10-07,24.420000,24.680000,23.760000,24.270000,24.270000,29011400
2019-10-08,25.200001,26.270000,24.930000,26.240000,26.240000,49288500
2019-10-09,25.450001,25.830000,24.760000,25.360001,25.360001,29707100
2019-10-10,25.320000,25.400000,24.355000,24.430000,24.430000,34537400
2019-10-11,23.700001,23.820000,22.620001,23.020000,23.020000,73541000
2019-10-14,23.100000,23.110001,22.240000,22.270000,22.270000,28193300
2019-10-15,21.840000,21.900000,21.360001,21.690001,21.690001,43894100
2019-10-16,21.660000,21.879999,21.370001,21.420000,21.420000,28300100
2019-10-17,21.209999,21.430000,20.965000,21.290001,21.290001,25803800
2019-10-18,21.379999,21.760000,21.030001,21.240000,21.240000,32544100
2019-10-21,21.000000,21.080000,20.660000,20.680000,20.680000,18223100
2019-10-22,20.580000,21.030001,20.420000,21.010000,21.010000,20162400
2019-10-23,21.150000,21.170000,20.735001,20.750000,20.750000,17663100
2019-10-24,20.570000,20.950001,20.420000,20.459999,20.459999,24907000
2019-10-25,20.570000,20.600000,19.780001,19.790001,19.790001,25980600
2019-10-28,19.709999,20.049999,19.650000,19.980000,19.980000,25995500
2019-10-29,20.170000,20.270000,19.834999,19.959999,19.959999,23098500
2019-10-30,19.969999,20.455000,19.434999,19.469999,19.469999,38764000
2019-10-31,19.680000,20.200001,19.540001,19.750000,19.750000,30246200
2019-11-01,19.160000,19.270000,18.840000,18.870001,18.870001,30739400
2019-11-04,18.610001,19.059999,18.545000,18.900000,18.900000,22075900
2019-11-05,19.000000,19.330000,18.950001,19.290001,19.290001,22758600
2019-11-06,19.320000,19.607000,19.160000,19.219999,19.219999,28615300
2019-11-07,18.830000,19.190001,18.799999,19.040001,19.040001,30909700
2019-11-08,19.090000,19.280001,18.625000,18.639999,18.639999,27054800
2019-11-11,19.000000,19.080000,18.400000,18.570000,18.570000,22146400
2019-11-12,18.430000,18.530001,18.200001,18.350000,18.350000,26940700
2019-11-13,18.549999,18.629999,18.280001,18.480000,18.480000,27078700
2019-11-14,18.530001,18.690001,18.180000,18.180000,18.180000,22288400
2019-11-15,17.900000,17.980000,17.379999,17.400000,17.400000,37474400
2019-11-18,17.410000,17.580000,17.260000,17.379999,17.379999,24481400
2019-11-19,17.290001,17.660000,17.219999,17.570000,17.570000,30161400
2019-11-20,17.629999,18.389999,17.379999,17.750000,17.750000,45561900
2019-11-21,17.639999,18.139999,17.590000,17.790001,17.790001,30879600
2019-11-22,17.510000,17.700001,17.260000,17.280001,17.280001,26524100
2019-11-25,16.900000,16.900000,16.459999,16.530001,16.530001,27145000
2019-11-26,16.400000,16.500000,16.200001,16.290001,16.290001,28639600
2019-11-27,16.155001,16.219999,16.100000,16.209999,16.209999,18962800
2019-11-29,16.350000,16.540001,16.280001,16.540001,16.540001,17278900
